比較対象A_ID	比較対象B_ID	比較対象A_表層形	比較対象B_表層形	A-B	B-A
84592	84593	結託する	相乗りする	0	0
84602	84603	くみする	手を結ぶ	0	0
84610	84611	加担・荷担する	加担する	0	0
84621	84622	入会する	入団する	0	0
84635	84636	離党する	脱党する	0	0
84662	84663	殉死する	殉職する	0	0
84686	84687	争覇する	角逐する	0	0
84697	84698	対局する	手合わせする	0	0
84713	84714	出はなをくじく／をたたく／を折る	出はなをくじく	0	0
84721	84722	争う	けんかする	0	0
84730	84731	紛争する	紛擾する	0	0
84741	84742	争闘する	闘争する	0	0
84750	84751	当たる	向かう	0	0
84792	84793	和らぐ	鎮まる	0	0
84816	84817	たたかう	戦う	0	0
84848	84849	奮戦する	血戦する	0	0
84854	84855	敢闘する	力闘する	0	0
84874	84875	攻め立てる	攻め抜く	0	0
85018	85019	目に物を見せる	鼻を折る／を明かす	0	0
85025	85026	ノックアウトする	ＫＯする	0	0
85059	85060	敗退する	退却する	0	0
85067	85068	参る	手を上げる	0	0
85095	85096	帰順する	帰服・帰伏する	0	0
85101	85102	武装する	防備する	0	0
85104	85105	出兵する	派兵する	0	0
85131	85132	挙兵する	旗揚げする	0	0
85155	85156	制圧する	鎮圧する	0	0
85164	85165	掃滅する	撃滅する	0	0
85189	85190	植民・殖民する	植民する	0	0
85195	85196	民主化する	共産化する	0	0
85237	85238	告発する	摘発する	0	0
85242	85243	起訴する	追訴する	0	0
85257	85258	審判する	判決する	0	0
85260	85261	上訴する	控訴する	0	0
85270	85271	処刑する	処罰する	0	0
85289	85290	蟄居する	謫居する	0	0
85304	85305	生け捕る	召し捕る	0	0
85312	85313	網を張る	縄を打つ	0	0
85322	85323	検束する	検挙する	0	0
85364	85365	管轄する	管掌する	0	0
85390	85391	御する	牛耳る	0	0
85402	85403	叙位する	贈位する	0	0
85419	85420	任ずる・任じる	任ずる	0	0
85457	85458	白羽の矢が立つ／を立てる	白羽の矢が立つ	0	0
85487	85488	異動する	配置転換する	0	0
85532	85533	派出する	急派する	0	0
85539	85540	嘱する	委嘱する	0	0
85569	85570	薦める	推薦する	0	0
85597	85598	弾劾する	糾弾する	0	0
85663	85664	布教する	伝道する	0	0
85677	85678	戒める	戒告する	0	0
85696	85697	しかる	たしなめる	0	0
85699	85700	勧告する	警告する	0	0
85712	85713	養育する	扶育する	0	0
85815	85816	助成する	賛助する	0	0
85839	85840	助長する	もり立てる	0	0
85842	85843	バックアップする	応援する	0	0
85848	85849	支援する	支える	0	0
85868	85869	求婚する	求縁する	0	0
85894	85895	願う	訴える	0	0
86017	86018	おさえる	押さえる	0	0
86023	86024	干渉する	口出しする	0	0
86032	86033	取り締まる	規制する	0	0
86042	86043	強いる	強制する	0	0
86063	86064	制限する	制約する	0	0
86096	86097	たき付ける	けしかける	0	0
86100	86101	動かす	操る	0	0
86137	86138	依託する	付託する	0	0
86142	86143	免ずる・免じる	免ずる	0	0
86146	86147	減免する	免税する	0	0
86267	86268	ごまをする	おべっかを使う	0	0
86271	86272	へいへいする	へいこらする	0	0
86286	86287	謙遜する	へりくだる	0	0
86303	86304	ないがしろにする	蔑視する	0	0
86341	86342	失礼する	欠礼する	0	0
86363	86364	あだ／敵を討つ	あだを討つ	0	0
86404	86405	褒めちぎる	褒め立てる	0	0
86508	86509	とっちめる	懲らしめる	0	0
86525	86526	すごむ	恐喝する	0	0
86536	86537	だます	だまかす	0	0
86545	86546	陥れる	はめる	0	0
86556	86557	術中に陥る	食う	0	0
86629	86630	からかう	揶揄する	0	0
86642	86643	はやす	はやし立てる	0	0
86646	86647	あざける	あざけり笑う	0	0
86649	86650	あざ笑う	笑う	0	0
86672	86673	見下げる	見下す	0	0
86734	86735	回収する	取り返す	0	0
86781	86782	私する	着服する	0	0
86800	86801	失う	なくす	0	0
86841	86842	領する	擁する	0	0
86879	86880	ためる	たまる	0	0
86883	86884	貯蓄する	蓄財する	0	0
86915	86916	支出する	支弁する	0	0
86938	86939	賄う	間に合わせる／に合わす	0	0
86944	86945	送金する	仕送る	0	0
86964	86965	掛ける	掛かる	0	0
86978	86979	おごる	金に飽かす	0	0
87017	87018	要する	要る	0	0
87033	87034	給水する	給油する	0	0
87037	87038	供与する	提供する	0	0
87054	87055	納税する	納入する	0	0
87133	87134	勉強する	サービスする	0	0
87160	87161	合う	引き合う	0	0
87198	87199	痛手を受ける	損害を被る	0	0
87208	87209	交換する	物物交換する	0	0
87217	87218	密輸する	密輸入する	0	0
87278	87279	売り立てる	売り急ぐ	0	0
87294	87295	売れる	売れ出す	0	0
87297	87298	売り残す	売れ残る	0	0
87327	87328	買い出す	買い戻す	0	0
87346	87347	譲渡する	譲与する	0	0
87371	87372	分封する	のれん分けする	0	0
87385	87386	上げる	差し上げる	0	0
87388	87389	ささげる	献ずる・献じる	0	0
87393	87394	奉る	奉ずる・奉じる	0	0
87462	87463	受納する	嘉納する	0	0
87493	87494	渡す	受け渡す	0	0
87519	87520	下付する	官給する	0	0
87526	87527	供する	提供する	0	0
87535	87536	配付する	配布する	0	0
87545	87546	割り当てる	振り当てる	0	0
87579	87580	貸し切る	貸し越す	0	0
87630	87631	返付する	還付する	0	0
87662	87663	雨風／雨露をしのぐ	雨風をしのぐ	0	0
87670	87671	倒産する	破産する	0	0
87680	87681	興る	興す	0	0
87738	87739	内職する	アルバイトする／をする	0	0
87742	87743	請け負う	下請に出す	0	0
87772	87773	耕耘する	深耕する	0	0
87776	87777	栽培する	促成栽培する	0	0
87785	87786	まく	蒔く	0	0
87837	87838	乱伐・濫伐する	乱伐する	0	0
87851	87852	放牧する	牧畜する	0	0
87855	87856	搾る	搾乳する	0	0
87868	87869	乱獲・濫獲する	乱獲する	0	0
87873	87874	すなどる	漁る	0	0
87883	87884	釣る	釣れる	0	0
87899	87900	採鉱する	採石する	0	0
87923	87924	織る	織り出す	0	0
87943	87944	鍛える	鍛え上げる	0	0
87950	87951	焼き入れる	焼きを入れる	0	0
87976	87977	製本する	造本する	0	0
87979	87980	合本する	合冊する	0	0
88005	88006	竣工・竣功する	竣工する	0	0
88063	88064	築く	築き上げる	0	0
88102	88103	送る	送り出す	0	0
88149	88150	積載する	車載する	0	0
88165	88166	検診する	診断する	0	0
88292	88293	載る	載せる	0	0
88305	88306	校閲する	校定する	0	0
88342	88343	増刊する	再刊する	0	0
88398	88399	仕立てる	仕立て上がる	0	0
88405	88406	縫う	縫い付ける	0	0
88411	88412	縫い込む	縫い取る	0	0
88428	88429	編む	編み上げる	0	0
88431	88432	編み込む	縁取る	0	0
88455	88456	染め付ける	染め抜く	0	0
88485	88486	すすぐ	ゆすぐ	0	0
88500	88501	煮炊きする	炊事する	0	0
88509	88510	料理する	調理する	0	0
88546	88547	いためる	いる	0	0
88550	88551	焙じる・焙ずる	焙じる	0	0
88562	88563	燗をする	あたためる	0	0
88618	88619	盛る	盛り付ける	0	0
88627	88628	供する	膳に上る	0	0
88634	88635	ふく	からぶきする	0	0
88706	88707	ともす	点す	0	0
88744	88745	措置する	対処する	0	0
88748	88749	片付ける	取り片付ける	0	0
88784	88785	こねる	こねくる	0	0
88790	88791	攪拌する	攪拌する	0	0
88801	88802	研ぐ	研磨する	0	0
88819	88820	ふるう	ふるいに掛ける	0	0
88824	88825	なう	よる	0	0
88829	88830	塗り付ける	塗布する	0	0
88852	88853	張る	打ち張る	0	0
88878	88879	射撃する	銃撃する	0	0
88894	88895	乱射する	乱発・濫発する	0	0
88922	88923	現像する	焼き付ける	0	0
88928	88929	複写する	コピーする	0	0
88946	88947	操作する	操る	0	0
88950	88951	操縦する	操舵する	0	0
88976	88977	起用する	採用する	0	0
88987	88988	利する	生かす	0	0
89031	89032	製する	製造する	0	0
89063	89064	再製する	複製する	0	0
89078	89079	包装する	包む	0	0
89103	89104	発光する	放光する	0	0
89145	89146	投射する	ライトアップする	0	0
89155	89156	目立つ	目／人目に付く	0	0
89180	89181	透く	透ける	0	0
89207	89208	くすむ	曇る	0	0
89223	89224	青む	青みを帯びる	0	0
89229	89230	赤らむ	赤みがかる	0	0
89246	89247	高鳴る	鳴り渡る	0	0
89254	89255	響き渡る	通る	0	0
89268	89269	きしむ	きしめく	0	0
89277	89278	ざわつく	ざわめく	0	0
89280	89281	どよめく	どよむ	0	0
89333	89334	清める	洗い清める	0	0
89338	89339	汚濁する	混濁する	0	0
89354	89355	希釈する	溶ける	0	0
89436	89437	ぱさつく	ぱさぱさする	0	0
89458	89459	結氷する	氷結する	0	0
89481	89482	和む	和らぐ	0	0
89487	89488	冷える	冷え込む	0	0
89527	89528	降りしきる	降り募る	0	0
89568	89569	化成する	合成する	0	0
89572	89573	酸化する	塩化する	0	0
89603	89604	いてる	凍てる	0	0
89607	89608	凍り付く	しみ付く	0	0
89623	89624	溶ける	溶かす	0	0
89626	89627	煮溶かす	溶け込む	0	0
89649	89650	凝集する	凝縮する	0	0
89686	89687	燃える	燃え付く	0	0
89703	89704	焼き付ける	焼き付く	0	0
89713	89714	出火する	火が出る	0	0
89769	89770	ぬくまる	ぬくもる	0	0
89845	89846	こける	やせ細る	0	0
89871	89872	生き残る	生き通す	0	0
89877	89878	長生する	長生きする	0	0
89897	89898	生息・棲息する	生息する	0	0
89912	89913	生まれ落ちる	生まれ出る	0	0
89921	89922	誕生する	生誕する	0	0
89926	89927	生み成す	生まれつく	0	0
89943	89944	早産する	難産する	0	0
89956	89957	生い立つ	生育する	0	0
89983	89984	大人びる	ませる	0	0
90008	90009	老いぼれる	老いさらばえる	0	0
90018	90019	芽生える	出芽する	0	0
90041	90042	根差す	根付く	0	0
90091	90092	豊熟する	爛熟する	0	0
90106	90107	死去する	没する	0	0
90111	90112	物故する	落命する	0	0
90176	90177	客死する	客死する	0	0
90200	90201	水死する	おぼれ死ぬ	0	0
90222	90223	刑死する	獄死する	0	0
90241	90242	自刃する	自尽する	0	0
90279	90280	絞め殺す	縛り首にする	0	0
90384	90385	息詰まる	息が詰まる／を詰める	0	0
90403	90404	ひる	はなひる	0	0
90406	90407	はなを垂らす	鼻／鼻水が出る	0	0
90419	90420	かれる	嗄れる	0	0
90451	90452	飢える	かつえる	0	0
90470	90471	排泄する	ひる	0	0
90477	90478	排尿する	放尿する	0	0
90490	90491	汗ばむ	汗する	0	0
90528	90529	宿す	はらむ	0	0
90537	90538	分娩する	産気付く	0	0
90547	90548	遺伝する	混血する	0	0
90550	90551	腐る	腐らす・腐らせる	0	0
90557	90558	腐朽する	腐食する	0	0
90567	90568	いたむ	痛む	0	0
90588	90589	脱臼する	捻挫する	0	0
90629	90630	当たる	壊す	0	0
90707	90708	回る	回す	0	0
90712	90713	めまいがする	立ちくらみする	0	0
90719	90720	気絶する	失神・失心する	0	0
90744	90745	はれる	はらす	0	0
90777	90778	この	こんな	0	0
90816	90817	あんな	ああ	0	0
90874	90875	元元	元来	0	0
90878	90879	端的	げに	0	0
90914	90915	正しい	正当	0	0
90929	90930	変則	レギュラー	29	46
90932	90933	本−	当	0	0
90942	90943	我が	ひと事ではない	0	0
90945	90946	代表的	典型的	0	0
90962	90963	亜−	副次的	0	0
91001	91002	緊密	密接	0	0
91012	91013	遠い	疎	0	0
91034	91035	当然	理の当然	0	0
91055	91056	まことしやか	空空しい	0	0
91071	91072	雲をつかむような	根拠／理由のない	0	0
91091	91092	反−	順	0	0
91111	91112	相いれない	矛盾した	0	0
91155	91156	よく似た	似通った	0	0
91158	91159	紛らわしい	どっち付かず	0	0
91165	91166	あたかも	いかにも	0	0
91190	91191	共通	通有	0	0
91270	91271	ぽっかり	ぽかっと	0	0
91299	91300	むくむく	もくもく	0	0
91309	91310	赤裸裸	隠さず	0	0
91355	91356	仕方ない	仕方がない	0	0
91369	91370	やむを得ない	やむを得ず	0	0
91387	91388	具合よく	うまい具合に	0	0
91398	91399	分がよい／が悪い	分がよい	0	0
91402	91403	好調	絶好調	0	0
91419	91420	不調	ぱっとしない	0	0
91437	91438	見事	すばらしい	0	0
91458	91459	月並み	世間並み	0	0
91463	91464	凡	平凡	0	0
91479	91480	味も素っ気もない	無味乾燥	0	0
91552	91553	わけて	わけても	0	0
91615	91616	筆紙に／筆舌に尽くし難い	筆紙に尽くし難い	0	0
91626	91627	非の打ちどころのない	申し分がない	0	0
91642	91643	よく	よう	0	0
91660	91661	良質	良性	0	0
91672	91673	格好	絶好	0	0
91689	91690	凶悪	邪悪	0	0
91695	91696	不良	劣悪	0	0
91735	91736	うってつけ	持って来い	0	0
91759	91760	応分	相応	0	0
91804	91805	なまじい	なまじっか	0	0
91817	91818	画一	画一的	0	0
91832	91833	整然	井然	0	0
91869	91870	こんとん	混然	0	0
91872	91873	紛然	まぜこぜ	0	0
91905	91906	めちゃめちゃ	めちゃ	0	0
91965	91966	しげく	びっしり	0	0
91979	91980	雑	粗雑	0	0
92002	92003	千差万別	多種多様	0	0
92011	92012	いろいろ	いろんな	0	0
92018	92019	簡単	単純	0	0
92099	92100	清い	清らか	0	0
92102	92103	純粋	無垢	0	0
92105	92106	見よい	見目よい	0	0
92111	92112	風采のよい	身ぎれい	0	0
92119	92120	苦み走った	花も恥じらう	0	0
92128	92129	見苦しい	みっともない	0	0
92132	92133	不潔	汚い	0	0
92150	92151	無理	至難	0	0
92155	92156	難しい	難しい	0	0
92161	92162	手が出ない	手も足も出ない	0	0
92368	92369	きゃしゃ	華奢	0	0
92386	92387	激しい	激甚	0	0
92392	92393	強烈	酷烈	0	0
92412	92413	ひどい	手痛い	0	0
92420	92421	がっちり	がっしり	0	0
92428	92429	おのずから	おのずと	0	0
92435	92436	自然	自然に	0	0
92493	92494	定めなき	無常	0	0
92535	92536	飛び飛び	とぎれとぎれ	0	0
92567	92568	ぽつりと	ぼつり	0	0
92581	92582	つと	つっと	0	0
92589	92590	ぴょこり	ぴょっこり	0	0
92595	92596	ひょいひょい	ぴょん	0	0
92609	92610	ざくり	ざっくり	0	0
92713	92714	足早	すたこら	0	0
92779	92780	すっぽり	ずっぷり	0	0
92785	92786	併せて	締めて	0	0
92794	92795	まとまりのよい／の悪い	まとまりのよい	0	0
92840	92841	ぴたり	ぴったり	0	0
92910	92911	しばらく	ちょっと	0	0
92926	92927	長らく	久しく	0	0
93008	93009	ひねもす	日もすがら	0	0
93039	93040	今か今かと	今や遅しと	0	0
93045	93046	時も時	折も折	0	0
93135	93136	それ限り	#NAME?	0	0
93218	93219	朝な朝な	朝な夕な	0	0
93225	93226	今	今−	0	0
93281	93282	とうから	とうに	0	0
93284	93285	つとに	早く	0	0
93287	93288	かねて	かねがね	0	0
93291	93292	年ごろ	年来	0	0
93316	93317	まもなく	程なく	0	0
93348	93349	順次	逐次	0	0
93380	93381	終始	始めから終わりまで	0	0
93391	93392	新しい	新た	0	0
93394	93395	真新しい	まっさら	0	0
93402	93403	清新・生新	清新	0	0
93408	93409	ナウい	今日的	0	0
93412	93413	旧	古い	0	0
93451	93452	幼い	小さい／な	0	0
93456	93457	いとけない	年端・年歯も行かぬ	0	0
93477	93478	早	早くも	0	0
93490	93491	遅い	遅ればせながら	0	0
93509	93510	未了	未−	0	0
93524	93525	結局	結句	0	0
93531	93532	どっちみち	どのみち	0	0
93562	93563	前もって	あらかじめ	0	0
93594	93595	即時	即刻	0	0
93597	93598	間髪を入れず	すかさず	0	0
93602	93603	言下に	一も二もなく	0	0
93633	93634	一斉に	一度に	0	0
93656	93657	地域的	局地的	0	0
93674	93675	まとも	向かって	0	0
93710	93711	傷のある	傷付いた	0	0
93746	93747	垂れ下がった	たるんだ	0	0
93752	93753	細長い	長細い	0	0
93756	93757	角角しい	角のある	0	0
93786	93787	平板	平坦	0	0
93848	93849	うんと	たんと	0	0
93884	93885	多大	甚大	0	0
93907	93908	豊満	福福しい	0	0
93986	93987	ちびり	ちびちび	0	0
94019	94020	玄妙	高遠	0	0
94059	94060	遠い	程遠い	0	0
94080	94081	広い	広やか	0	0
94086	94087	手広い	幅広い	0	0
94099	94100	果てしない	広漠	0	0
94129	94130	スリム	きゃしゃ	0	0
94135	94136	筆太	肉太	0	0
94155	94156	過大	巨大	0	0
94180	94181	小−	小−	0	0
94185	94186	小さい／な	小さい	0	0
94207	94208	軽微	細微	0	0
94210	94211	極微	極微	0	0
94220	94221	瑣末・些末	瑣末	0	0
94276	94277	遅遅	ぐずぐず	0	0
94328	94329	軽軽	軽軽	0	0
94334	94335	軽快	スポーティー	0	0
94367	94368	冷え冷え	冷涼	0	0
94416	94417	さまで	さして	0	0
94420	94421	あまり	あんまり	0	0
94451	94452	せいぜい	ものの	0	0
94472	94473	辛うじて	かつがつ	0	0
94478	94479	どうやら	どうやらこうやら	0	0
94485	94486	優に	余裕で	0	0
94499	94500	もっと	もう	0	0
94541	94542	やや	比較的	0	0
94545	94546	よほど	よっぽど	0	0
94560	94561	なかなか	存外	0	0
94574	94575	目に見えて	ちょっと	0	0
94667	94668	筆紙に／筆舌に尽くし難い	筆紙に尽くし難い	0	0
94673	94674	笑い事でない	冗談じゃない	0	0
94685	94686	有限	限りある	0	0
94715	94716	毫も	ちっとも	0	0
94742	94743	あくまで／も	あくまで	0	0
94746	94747	ろくに	ろくすっぽ	0	0
94756	94757	徹底的	徹底した	0	0
94800	94801	一杯一杯	一杯	0	0
94816	94817	度を越した	行き過ぎた	0	0
94829	94830	一般に	一般的	0	0
94832	94833	おしなべて	なべて	0	0
94866	94867	あれもこれも	どの	0	0
94904	94905	すっかり	ごっそり	0	0
94924	94925	そろって	そろいもそろって	0	0
94938	94939	別別	個人的	0	0
94950	94951	#NAME?	#NAME?	0	0
94967	94968	過敏	神経過敏	0	0
94970	94971	鈍感	無神経	0	0
94973	94974	多情	多感	0	0
94987	94988	無関心	我関せず焉	0	0
95006	95007	超然	坦懐	0	0
95016	95017	我知らず	我にもなく	0	0
95036	95037	何か	何だか	0	0
95040	95041	何やら	どうやら	0	0
95044	95045	そぞろ	すずろ	0	0
95068	95069	印象的	忘れ難い	0	0
95092	95093	きりきり	ずきずき	0	0
95105	95106	歯触りのよい	舌触りのよい	0	0
95108	95109	感動的	感慨深い	0	0
95157	95158	ひもじい	ひだるい	0	0
95171	95172	だるい	けだるい	0	0
95246	95247	うれしい	うれしそう	0	0
95255	95256	喜ばしい	喜んで	0	0
95264	95265	興味深い	興味津津	0	0
95284	95285	不愉快	不快	0	0
95296	95297	後味が悪い	後口が悪い	0	0
95302	95303	怖い	恐ろしい	0	0
95305	95306	おどろおどろしい	おっかない	0	0
95309	95310	不気味	気味／小気味が悪い	0	0
95327	95328	腹立たしい	腹の立つ	0	0
95372	95373	投げやり	捨て鉢	0	0
95401	95402	苦労なし	労せずして	0	0
95455	95456	気ぜわしい	せわしない	0	0
95486	95487	満足	こたえられない	0	0
95508	95509	迷惑	ありがた迷惑	0	0
95529	95530	つらい	切ない	0	0
95588	95589	ぞっこん	飽かず	0	0
95596	95597	感じがよい／が悪い	感じがよい	0	0
95600	95601	覚えがよい／がめでたい	覚えがよい	0	0
95632	95633	うんざり	食傷気味	0	0
95645	95646	熱熱	熱い	0	0
95682	95683	可憐	いじらしい	0	0
95742	95743	無情	非情	0	0
95775	95776	恐れ多い	かしこくも	0	0
95869	95870	憤然	勃然	0	0
95886	95887	泣く泣く	泣き泣き	0	0
95889	95890	さめざめ	めそめそ	0	0
95892	95893	ぐすぐす	よよと	0	0
95897	95898	おろおろ	おいおい	0	0
95901	95902	暗然	愁然	0	0
95931	95932	本気	本腰	0	0
95934	95935	真摯	熱烈	0	0
95943	95944	一筋	ひとえに	0	0
95958	95959	懸命	一生懸命	0	0
95964	95965	がむしゃら	しゃにむに	0	0
95983	95984	孜孜	着着	0	0
95997	95998	しぶとい	執拗	0	0
96014	96015	けなげ	神妙	0	0
96044	96045	不精・無精	不精	0	0
96115	96116	やましい	後ろめたい	0	0
96126	96127	恥ずかしい	気恥ずかしい	0	0
96132	96133	栄えある	誇るべき	0	0
96146	96147	決まり悪い／が悪い	決まり悪い	0	0
96165	96166	切切	切	0	0
96169	96170	欲も得もない	無欲	0	0
96195	96196	功利的	現金な	0	0
96198	96199	勘定高い	計算高い	0	0
96219	96220	がっかり	がっくり	0	0
96222	96223	げんなり	げっそり	0	0
96231	96232	しゅんと	悄然	0	0
96293	96294	慮外ながら	仕方なしに	0	0
96296	96297	泣く泣く	こわごわ	0	0
96344	96345	むざむざ	おめおめ	0	0
96363	96364	思う存分	思う様	0	0
96366	96367	恣意的	任意	0	0
96408	96409	無節操	無計画	0	0
96414	96415	飄然	ふらり	0	0
96466	96467	詳しい	細か	0	0
96498	96499	念入り	入念	0	0
96527	96528	粗略・疎略	粗略	0	0
96541	96542	あらぬ	さらぬ	0	0
96567	96568	早まった	誤って	0	0
96614	96615	言うまでもない	言わずと知れた	0	0
96639	96640	難解	難しい	0	0
96646	96647	分からない	勝手が分からない	0	0
96649	96650	未知	見知らぬ	0	0
96668	96669	いぶかしい	いぶかしげ	0	0
96686	96687	奇異	奇態	0	0
96851	96852	空想的	写実的	0	0
96869	96870	はったと	じろじろ	0	0
96884	96885	巨視的	マクロ	0	0
96893	96894	目ざとい	目早い	0	0
96930	96931	口上手	口がうまい	0	0
96942	96943	無口	寡言	0	0
96952	96953	黙黙	黙然	0	0
96963	96964	二の句が継げない	ぐうの音も出ない	0	0
96997	96998	舌たるい	呂律が回らない	0	0
97016	97017	くどくど	くどくどしい	0	0
97020	97021	しちくどい	回りくどい	0	0
97045	97046	手短	単刀直入	0	0
97068	97069	やかましい	口やかましい	0	0
97121	97122	耳寄り	耳障り	0	0
97128	97129	声高	声を限りに	0	0
97139	97140	著名	名のある	0	0
97147	97148	音に聞く	うわさに高い	0	0
97166	97167	鳴かず飛ばず	声が掛からない	0	0
97169	97170	名もない	名も知れぬ	0	0
97188	97189	大陸的	島国的	0	0
97193	97194	アメリカン−	フレンチ−	0	0
97204	97205	歴史的	通時的	0	0
97229	97230	俗	世俗的	0	0
97261	97262	嫌らしい	汚らわしい	0	0
97282	97283	壮麗	豪勢	0	0
97295	97296	雅	みやび	0	0
97307	97308	艶麗	優艶・優婉	0	0
97330	97331	いき	粋	0	0
97351	97352	もっさり	むさい	0	0
97355	97356	田舎臭い	土臭い	0	0
97366	97367	見る影もない	みすぼらしい	0	0
97375	97376	あか抜けた	あか抜けした	0	0
97399	97400	幸福	幸甚	0	0
97417	97418	願ったり叶ったり	願ってもない	0	0
97467	97468	神秘	神秘的	0	0
97485	97486	忙しい	せわしい	0	0
97516	97517	満腹	腹一杯	0	0
97521	97522	少食・小食	少食	0	0
97584	97585	よたよた	よろよろ	0	0
97659	97660	花も実もある	末頼もしい	0	0
97676	97677	偉大	気高い	0	0
97684	97685	無心	無邪気	0	0
97717	97718	廉潔	廉直	0	0
97725	97726	正直	真正直・真っ正直	0	0
97772	97773	おっちょこちょい	粗忽	0	0
97781	97782	腰が軽い	しりが軽い	0	0
97784	97785	重厚	重重しい	0	0
97795	97796	剛健	質実剛健	0	0
97813	97814	えこじ	いこじ	0	0
97841	97842	気難しい	難しい	0	0
97869	97870	穏健	穏やか	0	0
97880	97881	物静か	おとなしい	0	0
97893	97894	いなせ	鉄火	0	0
97903	97904	腹の据わった	腹のできた	0	0
97913	97914	大陸的	おおどか	0	0
97926	97927	酔狂・粋狂	酔狂	0	0
97933	97934	さっぱりした	さばけた	0	0
97940	97941	こだわりのない	あっさり	0	0
97957	97958	鼻っ柱／鼻っぱしが強い	鼻っ柱が強い	0	0
97976	97977	内向的	内気	0	0
98027	98028	生意気	小生意気	0	0
98060	98061	頭のよい	悟りの早い	0	0
98086	98087	愚	愚か	0	0
98150	98151	生かじり	生半可	0	0
98213	98214	空下手	稚拙	0	0
98281	98282	品のある／のない	品のある	0	0
98335	98336	狡獪	狡猾	0	0
98358	98359	みだら	淫蕩	0	0
98387	98388	乗り気	意気軒昂	0	0
98394	98395	正正堂堂	威勢がよい	0	0
98410	98411	勇敢	果敢	0	0
98433	98434	雄雄しい	男らしい	0	0
98466	98467	猛−	荒−	0	0
98516	98517	懇意	昵懇・入懇	0	0
98529	98530	顔が広い	世間が広い／が狭い	0	0
98614	98615	不正	よこしま	0	0
98647	98648	寛	寛容	0	0
98666	98667	傍若無人	傍らに人なきがごとし	0	0
98674	98675	慇懃無礼	無遠慮	0	0
98683	98684	驕慢	傲慢	0	0
98690	98691	横柄	権柄ずく	0	0
98736	98737	厳	厳しい	0	0
98751	98752	びしびし	びしっと	0	0
98770	98771	けんもほろろ	つれない	0	0
98784	98785	意地悪	意地の悪い	0	0
98797	98798	酷	冷酷	0	0
98836	98837	とうとい	尊い	0	0
98859	98860	実用的	実利的	0	0
98889	98890	猫に小判	豚に真珠	0	0
98904	98905	安い	安め	0	0
98914	98915	値ごろ	リーズナブル	0	0
98936	98937	首が回らない	勝手が苦しい	0	0
98967	98968	収入のよい	暮らし向きのよい	0	0
98991	98992	明るい	赤赤	0	0
99074	99075	きらりと	きらきら	0	0
99084	99085	燦燦	燦爛	0	0
99093	99094	透明	半透明	0	0
99167	99168	静寂	閑寂	0	0
99218	99219	物騒がしい	騒騒しい	0	0
99250	99251	かたこと	がたぴし	0	0
99258	99259	ことこと	こちこち	0	0
99312	99313	どしり	どっしり	0	0
99324	99325	ぱちり	ぱちん	0	0
99327	99328	ぽきり	ぽっきり	0	0
99334	99335	ぱりぱり	ばりばり	0	0
99365	99366	きゅっきゅっと	きゅっと	0	0
99380	99381	じゃらじゃら	じゃりじゃり	0	0
99405	99406	さやさや	そよそよ	0	0
99435	99436	さらさら	ちょろちょろ	0	0
99449	99450	ちょきん	ちょきり	0	0
99473	99474	臭い	焦げ臭い	0	0
99567	99568	汚らしい	黒い	0	0
99582	99583	細密	緻密	0	0
99613	99614	べっとり	べとべと	0	0
99631	99632	ぬるり	ぬるぬる	0	0
99665	99666	やわらか	柔らか	0	0
99676	99677	しなやか	しなしな	0	0
99720	99721	しっとり	じっとり	0	0
99765	99766	ぽたり	ぽったり	0	0
99768	99769	ぽたぽた	点点	0	0
99796	99797	清涼	清爽	0	0
99802	99803	すかっと	からりと	0	0
99809	99810	うっとうしい	陰気	0	0
99826	99827	そよそよ	さやさや	0	0
99882	99883	木深い	山深い	0	0
99900	99901	突兀	巍巍	0	0
99942	99943	恰幅がよい	体格がよい	0	0
99985	99986	やせた	やせ衰えた	0	0
99992	99993	やせぎす	ぎすぎす	0	0
32	33	前項	後項	25	4
42	43	前件	後件	128	21
62	63	一事	万事	2248	20
101	102	小変	大変	3	7
105	124	凶事	吉事	37	52
110	112	大事	小事	469	360
147	153	これ	それ	0	0
147	159	これ	あれ	0	0
148	154	こちら	そちら	0	0
148	160	こちら	あちら	4997	72204
149	155	これら	それら	0	0
149	161	これら	あれら	0	0
151	156	これしき	それしき	0	0
151	162	これしき	あれしき	0	0
184	185	前者	後者	41435	6261
213	251	真	偽	44394	9590
216	254	真実	虚偽	596	476
220	252	実	虚	17817	23652
258	259	仮性	真性	573	467
271	272	是	非	1860876	76300
276	277	正	邪	11168	7425
291	292	上の上	下の下	0	0
293	300	本式	略式	34	25
298	303	正則	変則	22	6
299	304	レギュラー	イレギュラー	393	331
316	317	主体	客体	1106	421
316	318	主体	客体	1106	421
327	328	自	他	435041	394793
351	352	正	副	0	0
354	365	本物	偽物	4714	2823
354	384	本物	替え玉	29	22
355	408	実物	模型	1707	728
371	384	本人	替え玉	38	29
389	390	前身	後身	132	17
422	428	主流	支流	37	23
427	428	本流	支流	960	492
461	463	異種	同種	181	599
465	466	甲種	乙種	659	230
488	489	単式	複式	238	143
580	581	上	中	0	0
580	582	上	下	1955046	1043384
581	582	中	下	0	0
583	584	上級	中級	0	0
583	585	上級	下級	2296	1327
583	591	上級	初級	1746	8635
584	585	中級	下級	0	0
584	591	中級	初級	0	0
586	587	原級	最上級	0	0
589	590	高級	低級	342	239
